,Pasture,Month,Day,Year,Ecosite,Treatment,CPNM,Biomass,Stdev,Date2,PastureID,CPNM2
628,19N,8,5,2021,Sandy,TGM,FORB,985.4,485.463898,08/05/2021,6,FRB3
629,19N,8,5,2021,Sandy,TGM,SD,4.83125,2.043727701,08/05/2021,6,SD
630,19N,8,5,2021,Sandy,TGM,SS,0,0,08/05/2021,6,SSHB
631,19N,8,5,2021,Sandy,TGM,VUOC,49.95,82.25422735,08/05/2021,6,VUOC
646,19N,8,5,2021,Sandy,TGM,WSPG,18.49375,33.84734341,08/05/2021,6,WSPG
650,20NW,8,5,2013,Sandy,AGM,BOBU,188.9125,152.6060198,08/05/2013,20,BOBU
653,20NW,8,5,2013,Salt Flats,AGM,BOBU,322.5875,31.0950207,08/05/2013,20,BOBU
659,20NW,8,5,2013,Sandy,AGM,C3PG,397.89375,345.78131,08/05/2013,20,CSPG
664,20NW,8,5,2013,Salt Flats,AGM,C3PG,243.1125,45.87355243,08/05/2013,20,CSPG
661,20NW,8,5,2013,Sandy,AGM,FORB,67.5375,84.64360701,08/05/2013,20,FRB3
680,20NW,8,5,2013,Salt Flats,AGM,FORB,9.55,0.777817459,08/05/2013,20,FRB3
681,20NW,8,5,2013,Salt Flats,AGM,SD,501.55,169.4581401,08/05/2013,20,SD
731,20NW,8,5,2013,Sandy,AGM,SD,351.5125,210.5712968,08/05/2013,20,SD
682,20NW,8,5,2013,Salt Flats,AGM,SS,0,0,08/05/2013,20,SSHB
732,20NW,8,5,2013,Sandy,AGM,SS,0,0,08/05/2013,20,SSHB
651,20NW,8,5,2013,Salt Flats,AGM,VUOC,2.425,3.429467889,08/05/2013,20,VUOC
733,20NW,8,5,2013,Sandy,AGM,VUOC,36.7,43.3458812,08/05/2013,20,VUOC
649,20NW,8,5,2013,Salt Flats,AGM,WSPG,769.5625,135.5700476,08/05/2013,20,WSPG
694,20NW,8,5,2013,Sandy,AGM,WSPG,322.01875,201.4030333,08/05/2013,20,WSPG
652,20NW,8,5,2014,Sandy,AGM,BOBU,235.96875,166.7333705,08/05/2014,20,BOBU
667,20NW,8,5,2014,Salt Flats,AGM,BOBU,175.575,31.96122651,08/05/2014,20,BOBU
662,20NW,8,5,2014,Sandy,AGM,C3PG,632.80625,370.5949976,08/05/2014,20,CSPG
668,20NW,8,5,2014,Salt Flats,AGM,C3PG,1475.0625,1295.437301,08/05/2014,20,CSPG
670,20NW,8,5,2014,Salt Flats,AGM,FORB,44.8,9.121677477,08/05/2014,20,FRB3
678,20NW,8,5,2014,Sandy,AGM,FORB,140.3125,53.37233405,08/05/2014,20,FRB3
671,20NW,8,5,2014,Salt Flats,AGM,SD,333.675,75.73113627,08/05/2014,20,SD
761,20NW,8,5,2014,Sandy,AGM,SD,189.75625,82.78697657,08/05/2014,20,SD
712,20NW,8,5,2014,Salt Flats,AGM,SS,20.1875,28.54943629,08/05/2014,20,SSHB
762,20NW,8,5,2014,Sandy,AGM,SS,0,0,08/05/2014,20,SSHB
673,20NW,8,5,2014,Salt Flats,AGM,VUOC,64.1875,65.849319,08/05/2014,20,VUOC
723,20NW,8,5,2014,Sandy,AGM,VUOC,113.4625,147.8649165,08/05/2014,20,VUOC
674,20NW,8,5,2014,Salt Flats,AGM,WSPG,507.175,493.4898226,08/05/2014,20,WSPG
724,20NW,8,5,2014,Sandy,AGM,WSPG,221.5375,71.83477135,08/05/2014,20,WSPG
656,20NW,8,5,2015,Salt Flats,AGM,BOBU,320.65,175.9988778,08/05/2015,20,BOBU
704,20NW,8,5,2015,Sandy,AGM,BOBU,230.6125,172.739144,08/05/2015,20,BOBU
657,20NW,8,5,2015,Salt Flats,AGM,C3PG,777.6875,76.66805275,08/05/2015,20,CSPG
665,20NW,8,5,2015,Sandy,AGM,C3PG,708.06875,539.9085163,08/05/2015,20,CSPG
672,20NW,8,5,2015,Salt Flats,AGM,FORB,43.1375,7.15945616,08/05/2015,20,FRB3
707,20NW,8,5,2015,Sandy,AGM,FORB,205.0875,143.1415653,08/05/2015,20,FRB3
660,20NW,8,5,2015,Salt Flats,AGM,SD,992.4375,238.5955056,08/05/2015,20,SD
708,20NW,8,5,2015,Sandy,AGM,SD,330.6375,115.8784825,08/05/2015,20,SD
701,20NW,8,5,2015,Salt Flats,AGM,SS,0,0,08/05/2015,20,SSHB
709,20NW,8,5,2015,Sandy,AGM,SS,0,0,08/05/2015,20,SSHB
702,20NW,8,5,2015,Salt Flats,AGM,VUOC,1.1375,1.608667927,08/05/2015,20,VUOC
710,20NW,8,5,2015,Sandy,AGM,VUOC,50.95,60.51691568,08/05/2015,20,VUOC
703,20NW,8,5,2015,Salt Flats,AGM,WSPG,676.8375,103.0431357,08/05/2015,20,WSPG
711,20NW,8,5,2015,Sandy,AGM,WSPG,274.64375,136.2589269,08/05/2015,20,WSPG
685,20NW,8,5,2016,Salt Flats,AGM,BOBU,135.7625,35.01946334,08/05/2016,20,BOBU
693,20NW,8,5,2016,Sandy,AGM,BOBU,129.475,96.97331033,08/05/2016,20,BOBU
654,20NW,8,5,2016,Sandy,AGM,C3PG,679.2625,425.8311121,08/05/2016,20,CSPG
686,20NW,8,5,2016,Salt Flats,AGM,C3PG,795.8625,483.7140713,08/05/2016,20,CSPG
688,20NW,8,5,2016,Salt Flats,AGM,FORB,12.1125,5.320978528,08/05/2016,20,FRB3
696,20NW,8,5,2016,Sandy,AGM,FORB,91.86875,67.48569409,08/05/2016,20,FRB3
689,20NW,8,5,2016,Salt Flats,AGM,SD,1278.5,473.0544366,08/05/2016,20,SD
697,20NW,8,5,2016,Sandy,AGM,SD,453.49375,155.7066705,08/05/2016,20,SD
690,20NW,8,5,2016,Salt Flats,AGM,SS,0,0,08/05/2016,20,SSHB
698,20NW,8,5,2016,Sandy,AGM,SS,0,0,08/05/2016,20,SSHB
691,20NW,8,5,2016,Salt Flats,AGM,VUOC,17.2875,23.88253153,08/05/2016,20,VUOC
699,20NW,8,5,2016,Sandy,AGM,VUOC,174.075,279.4815938,08/05/2016,20,VUOC
692,20NW,8,5,2016,Salt Flats,AGM,WSPG,311.0875,164.9856897,08/05/2016,20,WSPG
700,20NW,8,5,2016,Sandy,AGM,WSPG,119.68125,28.92188744,08/05/2016,20,WSPG
675,20NW,8,5,2017,Salt Flats,AGM,BOBU,73.6,9.510586207,08/05/2017,20,BOBU
683,20NW,8,5,2017,Sandy,AGM,BOBU,141.3125,87.81369602,08/05/2017,20,BOBU
676,20NW,8,5,2017,Salt Flats,AGM,C3PG,542.1,242.9972454,08/05/2017,20,CSPG
684,20NW,8,5,2017,Sandy,AGM,C3PG,683.1375,155.011769,08/05/2017,20,CSPG
718,20NW,8,5,2017,Salt Flats,AGM,FORB,45.6875,56.23266677,08/05/2017,20,FRB3
726,20NW,8,5,2017,Sandy,AGM,FORB,158.3,139.3489744,08/05/2017,20,FRB3
719,20NW,8,5,2017,Salt Flats,AGM,SD,402.9,17.21805012,08/05/2017,20,SD
727,20NW,8,5,2017,Sandy,AGM,SD,255.5375,118.48868,08/05/2017,20,SD
720,20NW,8,5,2017,Salt Flats,AGM,SS,36.325,51.37130765,08/05/2017,20,SSHB
728,20NW,8,5,2017,Sandy,AGM,SS,0,0,08/05/2017,20,SSHB
721,20NW,8,5,2017,Salt Flats,AGM,VUOC,0.275,0.38890873,08/05/2017,20,VUOC
729,20NW,8,5,2017,Sandy,AGM,VUOC,0.5625,0.826009483,08/05/2017,20,VUOC
722,20NW,8,5,2017,Salt Flats,AGM,WSPG,620.0625,137.0903272,08/05/2017,20,WSPG
730,20NW,8,5,2017,Sandy,AGM,WSPG,119.55,77.90474686,08/05/2017,20,WSPG
705,20NW,8,5,2018,Salt Flats,AGM,BOBU,141.2833333,76.4853835,08/05/2018,20,BOBU
713,20NW,8,5,2018,Sandy,AGM,BOBU,131.5875,109.807317,08/05/2018,20,BOBU
706,20NW,8,5,2018,Salt Flats,AGM,C3PG,259.125,32.91582066,08/05/2018,20,CSPG
714,20NW,8,5,2018,Sandy,AGM,C3PG,696.23125,296.9432714,08/05/2018,20,CSPG
716,20NW,8,5,2018,Sandy,AGM,FORB,55.90625,52.23579302,08/05/2018,20,FRB3
748,20NW,8,5,2018,Salt Flats,AGM,FORB,14.35833333,9.628437337,08/05/2018,20,FRB3
717,20NW,8,5,2018,Sandy,AGM,SD,267.58125,201.0042561,08/05/2018,20,SD
749,20NW,8,5,2018,Salt Flats,AGM,SD,813.8583333,50.61706042,08/05/2018,20,SD
750,20NW,8,5,2018,Salt Flats,AGM,SS,0,0,08/05/2018,20,SSHB
758,20NW,8,5,2018,Sandy,AGM,SS,0,0,08/05/2018,20,SSHB
751,20NW,8,5,2018,Salt Flats,AGM,VUOC,28.64583333,9.928957719,08/05/2018,20,VUOC
759,20NW,8,5,2018,Sandy,AGM,VUOC,42.975,55.85268943,08/05/2018,20,VUOC
752,20NW,8,5,2018,Salt Flats,AGM,WSPG,727.8958333,318.5221421,08/05/2018,20,WSPG
760,20NW,8,5,2018,Sandy,AGM,WSPG,146.5375,118.4316056,08/05/2018,20,WSPG
734,20NW,8,5,2019,Salt Flats,AGM,BOBU,30.7,2.298097039,08/05/2019,20,BOBU
742,20NW,8,5,2019,Sandy,AGM,BOBU,88.64375,62.62218848,08/05/2019,20,BOBU
735,20NW,8,5,2019,Salt Flats,AGM,C3PG,666.6875,91.48193982,08/05/2019,20,CSPG
743,20NW,8,5,2019,Sandy,AGM,C3PG,619.31875,235.831682,08/05/2019,20,CSPG
737,20NW,8,5,2019,Salt Flats,AGM,FORB,396.5,341.49722,08/05/2019,20,FRB3
745,20NW,8,5,2019,Sandy,AGM,FORB,437.1375,170.0651009,08/05/2019,20,FRB3
738,20NW,8,5,2019,Salt Flats,AGM,SD,95.3125,6.876613447,08/05/2019,20,SD
746,20NW,8,5,2019,Sandy,AGM,SD,93.2625,62.20887028,08/05/2019,20,SD
739,20NW,8,5,2019,Salt Flats,AGM,SS,0,0,08/05/2019,20,SSHB
783,20NW,8,5,2019,Sandy,AGM,SS,0,0,08/05/2019,20,SSHB
740,20NW,8,5,2019,Salt Flats,AGM,VUOC,28,14.10678028,08/05/2019,20,VUOC
784,20NW,8,5,2019,Sandy,AGM,VUOC,20.425,24.39649053,08/05/2019,20,VUOC
741,20NW,8,5,2019,Salt Flats,AGM,WSPG,515.6625,146.2827154,08/05/2019,20,WSPG
789,20NW,8,5,2019,Sandy,AGM,WSPG,108.0625,88.7909307,08/05/2019,20,WSPG
763,20NW,8,5,2020,Salt Flats,AGM,BOBU,4.075,2.368807717,08/05/2020,20,BOBU
771,20NW,8,5,2020,Sandy,AGM,BOBU,60.24375,49.38246726,08/05/2020,20,BOBU
764,20NW,8,5,2020,Salt Flats,AGM,C3PG,155.975,21.95566556,08/05/2020,20,CSPG
772,20NW,8,5,2020,Sandy,AGM,C3PG,378.3375,117.2373243,08/05/2020,20,CSPG
766,20NW,8,5,2020,Salt Flats,AGM,FORB,0.2875,0.406586399,08/05/2020,20,FRB3
774,20NW,8,5,2020,Sandy,AGM,FORB,18.08125,14.87414388,08/05/2020,20,FRB3
767,20NW,8,5,2020,Salt Flats,AGM,SD,472,46.56298154,08/05/2020,20,SD
775,20NW,8,5,2020,Sandy,AGM,SD,186.2875,31.25641601,08/05/2020,20,SD
768,20NW,8,5,2020,Salt Flats,AGM,SS,0,0,08/05/2020,20,SSHB
776,20NW,8,5,2020,Sandy,AGM,SS,8.2125,16.425,08/05/2020,20,SSHB
769,20NW,8,5,2020,Salt Flats,AGM,VUOC,0.45,0.636396103,08/05/2020,20,VUOC
777,20NW,8,5,2020,Sandy,AGM,VUOC,4.88125,6.635051337,08/05/2020,20,VUOC
770,20NW,8,5,2020,Salt Flats,AGM,WSPG,547.45,17.1119841,08/05/2020,20,WSPG
778,20NW,8,5,2020,Sandy,AGM,WSPG,103.61875,89.37013244,08/05/2020,20,WSPG
753,20NW,8,5,2021,Salt Flats,AGM,BOBU,11.8125,9.03328913,08/05/2021,20,BOBU
791,20NW,8,5,2021,Sandy,AGM,BOBU,436.85,480.2345633,08/05/2021,20,BOBU
754,20NW,8,5,2021,Salt Flats,AGM,C3PG,655.95,145.8407736,08/05/2021,20,CSPG
792,20NW,8,5,2021,Sandy,AGM,C3PG,492.85625,231.7965661,08/05/2021,20,CSPG
756,20NW,8,5,2021,Salt Flats,AGM,FORB,169.8625,41.135937,08/05/2021,20,FRB3
787,20NW,8,5,2021,Sandy,AGM,FORB,511.775,328.625808,08/05/2021,20,FRB3
757,20NW,8,5,2021,Salt Flats,AGM,SD,31.025,5.480077554,08/05/2021,20,SD
779,20NW,8,5,2021,Sandy,AGM,SD,6.61875,6.586108329,08/05/2021,20,SD
780,20NW,8,5,2021,Sandy,AGM,SS,0,0,08/05/2021,20,SSHB
785,20NW,8,5,2021,Salt Flats,AGM,SS,29.6875,41.98446513,08/05/2021,20,SSHB
781,20NW,8,5,2021,Sandy,AGM,VUOC,62.6,61.45518693,08/05/2021,20,VUOC
786,20NW,8,5,2021,Salt Flats,AGM,VUOC,8.2125,4.366384374,08/05/2021,20,VUOC
782,20NW,8,5,2021,Sandy,AGM,WSPG,158.79375,195.2800205,08/05/2021,20,WSPG
788,20NW,8,5,2021,Salt Flats,AGM,WSPG,732.3125,84.09267395,08/05/2021,20,WSPG
817,20SE,8,5,2013,Salt Flats,TGM,BOBU,245.75,206.1569821,08/05/2013,10,BOBU
825,20SE,8,5,2013,Sandy,TGM,BOBU,214.3375,273.1082306,08/05/2013,10,BOBU
818,20SE,8,5,2013,Salt Flats,TGM,C3PG,257.7375,46.89885726,08/05/2013,10,CSPG
826,20SE,8,5,2013,Sandy,TGM,C3PG,672.79375,451.1638571,08/05/2013,10,CSPG
820,20SE,8,5,2013,Salt Flats,TGM,FORB,14.5375,12.00313761,08/05/2013,10,FRB3
828,20SE,8,5,2013,Sandy,TGM,FORB,37.08958333,24.94309391,08/05/2013,10,FRB3
821,20SE,8,5,2013,Salt Flats,TGM,SD,494.325,147.1135658,08/05/2013,10,SD
829,20SE,8,5,2013,Sandy,TGM,SD,364.2979167,225.0146452,08/05/2013,10,SD
822,20SE,8,5,2013,Salt Flats,TGM,SS,0,0,08/05/2013,10,SSHB
830,20SE,8,5,2013,Sandy,TGM,SS,0,0,08/05/2013,10,SSHB
823,20SE,8,5,2013,Salt Flats,TGM,VUOC,14.525,20.54145199,08/05/2013,10,VUOC
831,20SE,8,5,2013,Sandy,TGM,VUOC,3.4,6.8,08/05/2013,10,VUOC
824,20SE,8,5,2013,Salt Flats,TGM,WSPG,563.625,205.6620073,08/05/2013,10,WSPG
832,20SE,8,5,2013,Sandy,TGM,WSPG,133.43125,150.2942037,08/05/2013,10,WSPG
847,20SE,8,5,2014,Salt Flats,TGM,BOBU,483.3625,177.006505,08/05/2014,10,BOBU
855,20SE,8,5,2014,Sandy,TGM,BOBU,241.34375,246.0842897,08/05/2014,10,BOBU
848,20SE,8,5,2014,Salt Flats,TGM,C3PG,614.875,781.847968,08/05/2014,10,CSPG
856,20SE,8,5,2014,Sandy,TGM,C3PG,1244.4375,749.2156472,08/05/2014,10,CSPG
850,20SE,8,5,2014,Salt Flats,TGM,FORB,15.8125,18.36709864,08/05/2014,10,FRB3
858,20SE,8,5,2014,Sandy,TGM,FORB,60.775,28.26556356,08/05/2014,10,FRB3
851,20SE,8,5,2014,Salt Flats,TGM,SD,397.8,190.9541863,08/05/2014,10,SD
859,20SE,8,5,2014,Sandy,TGM,SD,230.6125,113.98939,08/05/2014,10,SD
852,20SE,8,5,2014,Salt Flats,TGM,SS,0,0,08/05/2014,10,SSHB
860,20SE,8,5,2014,Sandy,TGM,SS,48.46875,96.9375,08/05/2014,10,SSHB
853,20SE,8,5,2014,Salt Flats,TGM,VUOC,267.6125,97.9873222,08/05/2014,10,VUOC
861,20SE,8,5,2014,Sandy,TGM,VUOC,67.88125,129.0358919,08/05/2014,10,VUOC
854,20SE,8,5,2014,Salt Flats,TGM,WSPG,655.125,13.29360749,08/05/2014,10,WSPG
862,20SE,8,5,2014,Sandy,TGM,WSPG,284.3375,115.0682995,08/05/2014,10,WSPG
807,20SE,8,5,2015,Salt Flats,TGM,BOBU,448.375,244.0225502,08/05/2015,10,BOBU
884,20SE,8,5,2015,Sandy,TGM,BOBU,459.51875,580.5196115,08/05/2015,10,BOBU
808,20SE,8,5,2015,Salt Flats,TGM,C3PG,588.8625,327.372762,08/05/2015,10,CSPG
885,20SE,8,5,2015,Sandy,TGM,C3PG,858.45,512.6707776,08/05/2015,10,CSPG
801,20SE,8,5,2015,Salt Flats,TGM,FORB,21.925,27.7892965,08/05/2015,10,FRB3
887,20SE,8,5,2015,Sandy,TGM,FORB,115.7125,59.82810968,08/05/2015,10,FRB3
840,20SE,8,5,2015,Salt Flats,TGM,SD,360.2625,167.3544974,08/05/2015,10,SD
888,20SE,8,5,2015,Sandy,TGM,SD,349.6625,185.2967221,08/05/2015,10,SD
841,20SE,8,5,2015,Salt Flats,TGM,SS,0,0,08/05/2015,10,SSHB
889,20SE,8,5,2015,Sandy,TGM,SS,0,0,08/05/2015,10,SSHB
842,20SE,8,5,2015,Salt Flats,TGM,VUOC,55.85,61.83648801,08/05/2015,10,VUOC
890,20SE,8,5,2015,Sandy,TGM,VUOC,1.5125,2.942256787,08/05/2015,10,VUOC
883,20SE,8,5,2015,Salt Flats,TGM,WSPG,911.1625,467.1677727,08/05/2015,10,WSPG
891,20SE,8,5,2015,Sandy,TGM,WSPG,99.625,117.9169941,08/05/2015,10,WSPG
793,20SE,8,5,2016,Salt Flats,TGM,BOBU,83.025,49.85102807,08/05/2016,10,BOBU
833,20SE,8,5,2016,Sandy,TGM,BOBU,101.25,140.6668997,08/05/2016,10,BOBU
794,20SE,8,5,2016,Salt Flats,TGM,C3PG,705.6375,157.0660938,08/05/2016,10,CSPG
834,20SE,8,5,2016,Sandy,TGM,C3PG,959.9125,458.4653243,08/05/2016,10,CSPG
799,20SE,8,5,2016,Salt Flats,TGM,FORB,8.55,0.848528137,08/05/2016,10,FRB3
876,20SE,8,5,2016,Sandy,TGM,FORB,101.96875,153.7271614,08/05/2016,10,FRB3
869,20SE,8,5,2016,Salt Flats,TGM,SD,1613.375,288.6763434,08/05/2016,10,SD
877,20SE,8,5,2016,Sandy,TGM,SD,554.525,145.9247166,08/05/2016,10,SD
870,20SE,8,5,2016,Salt Flats,TGM,SS,0,0,08/05/2016,10,SSHB
878,20SE,8,5,2016,Sandy,TGM,SS,63.4375,126.875,08/05/2016,10,SSHB
871,20SE,8,5,2016,Salt Flats,TGM,VUOC,92.9125,98.09338822,08/05/2016,10,VUOC
879,20SE,8,5,2016,Sandy,TGM,VUOC,41.88125,83.7625,08/05/2016,10,VUOC
872,20SE,8,5,2016,Salt Flats,TGM,WSPG,683.725,162.5992043,08/05/2016,10,WSPG
880,20SE,8,5,2016,Sandy,TGM,WSPG,117.41875,58.79574239,08/05/2016,10,WSPG
813,20SE,8,5,2017,Salt Flats,TGM,BOBU,158.2875,96.74988534,08/05/2017,10,BOBU
863,20SE,8,5,2017,Sandy,TGM,BOBU,107.56875,157.8323813,08/05/2017,10,BOBU
814,20SE,8,5,2017,Salt Flats,TGM,C3PG,572.825,364.6549671,08/05/2017,10,CSPG
864,20SE,8,5,2017,Sandy,TGM,C3PG,735.38125,348.7842375,08/05/2017,10,CSPG
816,20SE,8,5,2017,Salt Flats,TGM,FORB,154.7375,75.92559063,08/05/2017,10,FRB3
906,20SE,8,5,2017,Sandy,TGM,FORB,165.05625,122.640782,08/05/2017,10,FRB3
894,20SE,8,5,2017,Sandy,TGM,SD,203.34375,63.66454199,08/05/2017,10,SD
899,20SE,8,5,2017,Salt Flats,TGM,SD,822.7,11.34906384,08/05/2017,10,SD
900,20SE,8,5,2017,Salt Flats,TGM,SS,0,0,08/05/2017,10,SSHB
908,20SE,8,5,2017,Sandy,TGM,SS,0,0,08/05/2017,10,SSHB
901,20SE,8,5,2017,Salt Flats,TGM,VUOC,4.4375,6.275572683,08/05/2017,10,VUOC
909,20SE,8,5,2017,Sandy,TGM,VUOC,0.13125,0.2625,08/05/2017,10,VUOC
902,20SE,8,5,2017,Salt Flats,TGM,WSPG,913.85,394.8484266,08/05/2017,10,WSPG
910,20SE,8,5,2017,Sandy,TGM,WSPG,114.64375,83.38875168,08/05/2017,10,WSPG
843,20SE,8,5,2018,Salt Flats,TGM,BOBU,52.15,18.7383297,08/05/2018,10,BOBU
893,20SE,8,5,2018,Sandy,TGM,BOBU,184.56875,269.3225988,08/05/2018,10,BOBU
844,20SE,8,5,2018,Salt Flats,TGM,C3PG,583.0625,66.69784714,08/05/2018,10,CSPG
881,20SE,8,5,2018,Sandy,TGM,C3PG,883.93125,540.0041699,08/05/2018,10,CSPG
846,20SE,8,5,2018,Salt Flats,TGM,FORB,42.2375,52.30822414,08/05/2018,10,FRB3
928,20SE,8,5,2018,Sandy,TGM,FORB,58.0375,63.57279456,08/05/2018,10,FRB3
929,20SE,8,5,2018,Salt Flats,TGM,SD,672,121.0920363,08/05/2018,10,SD
932,20SE,8,5,2018,Sandy,TGM,SD,190.8125,157.7025226,08/05/2018,10,SD
930,20SE,8,5,2018,Salt Flats,TGM,SS,0,0,08/05/2018,10,SSHB
933,20SE,8,5,2018,Sandy,TGM,SS,68.25,136.5,08/05/2018,10,SSHB
926,20SE,8,5,2018,Sandy,TGM,VUOC,8.14375,16.2875,08/05/2018,10,VUOC
931,20SE,8,5,2018,Salt Flats,TGM,VUOC,18.5,26.1629509,08/05/2018,10,VUOC
892,20SE,8,5,2018,Salt Flats,TGM,WSPG,841.95,184.3073825,08/05/2018,10,WSPG
927,20SE,8,5,2018,Sandy,TGM,WSPG,64.3125,71.92785303,08/05/2018,10,WSPG
803,20SE,8,5,2019,Salt Flats,TGM,BOBU,7.7875,4.224963018,08/05/2019,10,BOBU
882,20SE,8,5,2019,Sandy,TGM,BOBU,238.90625,199.5700925,08/05/2019,10,BOBU
804,20SE,8,5,2019,Salt Flats,TGM,C3PG,588.95,59.99801038,08/05/2019,10,CSPG
923,20SE,8,5,2019,Sandy,TGM,C3PG,360.7,220.6746332,08/05/2019,10,CSPG
806,20SE,8,5,2019,Salt Flats,TGM,FORB,760.1875,445.6717265,08/05/2019,10,FRB3
925,20SE,8,5,2019,Sandy,TGM,FORB,572.24375,334.2237445,08/05/2019,10,FRB3
836,20SE,8,5,2019,Salt Flats,TGM,SD,123.7,26.55185963,08/05/2019,10,SD
913,20SE,8,5,2019,Sandy,TGM,SD,35.6625,23.59362114,08/05/2019,10,SD
837,20SE,8,5,2019,Salt Flats,TGM,SS,0,0,08/05/2019,10,SSHB
914,20SE,8,5,2019,Sandy,TGM,SS,0,0,08/05/2019,10,SSHB
838,20SE,8,5,2019,Salt Flats,TGM,VUOC,28.9,37.33523805,08/05/2019,10,VUOC
915,20SE,8,5,2019,Sandy,TGM,VUOC,1.325,2.470070849,08/05/2019,10,VUOC
839,20SE,8,5,2019,Salt Flats,TGM,WSPG,545.4625,118.1752208,08/05/2019,10,WSPG
936,20SE,8,5,2019,Sandy,TGM,WSPG,37.06875,32.64529302,08/05/2019,10,WSPG
796,20SE,8,5,2020,Salt Flats,TGM,BOBU,4.9,5.868986284,08/05/2020,10,BOBU
911,20SE,8,5,2020,Sandy,TGM,BOBU,49.15625,49.18178599,08/05/2020,10,BOBU
797,20SE,8,5,2020,Salt Flats,TGM,C3PG,202.9375,222.7563137,08/05/2020,10,CSPG
912,20SE,8,5,2020,Sandy,TGM,C3PG,364.08125,134.0300501,08/05/2020,10,CSPG
795,20SE,8,5,2020,Salt Flats,TGM,FORB,45.7,21.07178208,08/05/2020,10,FRB3
874,20SE,8,5,2020,Sandy,TGM,FORB,32.23125,44.87208846,08/05/2020,10,FRB3
865,20SE,8,5,2020,Salt Flats,TGM,SD,529.6875,5.922019292,08/05/2020,10,SD
875,20SE,8,5,2020,Sandy,TGM,SD,70.6,12.46897817,08/05/2020,10,SD
866,20SE,8,5,2020,Salt Flats,TGM,SS,4.5875,6.487704717,08/05/2020,10,SSHB
916,20SE,8,5,2020,Sandy,TGM,SS,10.28125,20.5625,08/05/2020,10,SSHB
867,20SE,8,5,2020,Salt Flats,TGM,VUOC,0.425,0.601040764,08/05/2020,10,VUOC
917,20SE,8,5,2020,Sandy,TGM,VUOC,0.76875,1.5375,08/05/2020,10,VUOC
868,20SE,8,5,2020,Salt Flats,TGM,WSPG,390.7875,139.6359116,08/05/2020,10,WSPG
918,20SE,8,5,2020,Sandy,TGM,WSPG,4.525,3.285574531,08/05/2020,10,WSPG
809,20SE,8,5,2021,Salt Flats,TGM,BOBU,139.675,154.7149637,08/05/2021,10,BOBU
924,20SE,8,5,2021,Sandy,TGM,BOBU,316.0375,542.1181488,08/05/2021,10,BOBU
810,20SE,8,5,2021,Salt Flats,TGM,C3PG,448.575,597.5052301,08/05/2021,10,CSPG
935,20SE,8,5,2021,Sandy,TGM,C3PG,736.24375,471.7752658,08/05/2021,10,CSPG
812,20SE,8,5,2021,Salt Flats,TGM,FORB,728.5,204.9195452,08/05/2021,10,FRB3
904,20SE,8,5,2021,Sandy,TGM,FORB,1361.54375,1015.274211,08/05/2021,10,FRB3
895,20SE,8,5,2021,Salt Flats,TGM,SD,19.275,27.25896641,08/05/2021,10,SD
919,20SE,8,5,2021,Sandy,TGM,SD,0.9625,0.618297393,08/05/2021,10,SD
896,20SE,8,5,2021,Salt Flats,TGM,SS,7.975,11.27835316,08/05/2021,10,SSHB
907,20SE,8,5,2021,Sandy,TGM,SS,0,0,08/05/2021,10,SSHB
897,20SE,8,5,2021,Salt Flats,TGM,VUOC,16.0625,22.71580535,08/05/2021,10,VUOC
921,20SE,8,5,2021,Sandy,TGM,VUOC,14.74375,28.70951044,08/05/2021,10,VUOC
898,20SE,8,5,2021,Salt Flats,TGM,WSPG,1126.8625,1363.920593,08/05/2021,10,WSPG
934,20SE,8,5,2021,Sandy,TGM,WSPG,46.35625,64.99746269,08/05/2021,10,WSPG
943,21N,8,5,2013,Loamy,AGM,BOBU,423.59375,174.6503464,08/05/2013,12,BOBU
940,21N,8,5,2013,Loamy,AGM,C3PG,86.47916667,73.08846191,08/05/2013,12,CSPG
969,21N,8,5,2013,Loamy,AGM,FORB,78.475,81.33179216,08/05/2013,12,FRB3
957,21N,8,5,2013,Loamy,AGM,SD,24.09375,13.14384163,08/05/2013,12,SD
958,21N,8,5,2013,Loamy,AGM,SS,123.08125,197.9383967,08/05/2013,12,SSHB
938,21N,8,5,2013,Loamy,AGM,VUOC,4.654166667,8.161329038,08/05/2013,12,VUOC
939,21N,8,5,2013,Loamy,AGM,WSPG,28.05625,28.33594872,08/05/2013,12,WSPG
956,21N,8,5,2014,Loamy,AGM,BOBU,487.0375,65.32543692,08/05/2014,12,BOBU
944,21N,8,5,2014,Loamy,AGM,C3PG,404.11875,371.948591,08/05/2014,12,CSPG
986,21N,8,5,2014,Loamy,AGM,FORB,131.9625,15.7904573,08/05/2014,12,FRB3
974,21N,8,5,2014,Loamy,AGM,SD,105.8125,30.61251446,08/05/2014,12,SD
988,21N,8,5,2014,Loamy,AGM,SS,76.725,102.063426,08/05/2014,12,SSHB
949,21N,8,5,2014,Loamy,AGM,VUOC,55.29375,78.25666206,08/05/2014,12,VUOC
950,21N,8,5,2014,Loamy,AGM,WSPG,61.21875,56.44670929,08/05/2014,12,WSPG
945,21N,8,5,2015,Loamy,AGM,BOBU,656.95625,167.3201776,08/05/2015,12,BOBU
946,21N,8,5,2015,Loamy,AGM,C3PG,153.01875,115.4942953,08/05/2015,12,CSPG
975,21N,8,5,2015,Loamy,AGM,FORB,292.88125,269.0802896,08/05/2015,12,FRB3
