Year,Block,Treatment,Pasture,Ecosite,C3PGObj,Plot,Transect,Distance,BOBU,WSPG,VUOC,C3PG,FORB,SS,C4PG,SD,Forage,HERB
2017,5,AGM,31W,Loamy,MCLO,3,1,N,121.1,0,0,1265.8,40.4,0,121.1,165.8,1427.3,1427.3
2017,5,AGM,31W,Loamy,MCLO,3,1,S,613.5,0,9.7,241.6,171.7,0,613.5,156.6,1036.6,1036.6
2017,5,AGM,31W,Loamy,MCLO,3,4,N,363.3,0,0,0,271.3,0,363.3,74.8,634.5,634.5
2017,5,AGM,31W,Loamy,MCLO,3,4,S,649.6,0,11.3,0,4.8,0,649.6,141,665.7,665.7
2017,5,AGM,31W,Sandy,MCLO,4,1,N,79.7,51.1,0,1146.9,21.5,0,130.8,524.7,1350.3,1350.3
2017,5,AGM,31W,Sandy,MCLO,4,1,S,58.1,0,1.1,1229.8,61.9,0,58.1,128.1,1350.9,1350.9
2017,5,AGM,31W,Sandy,MCLO,4,4,N,4.8,0,4.3,1248.1,42,0,4.8,275.6,1299.2,1299.2
2017,5,AGM,31W,Sandy,MCLO,4,4,S,3.8,24.2,1.1,457.5,85,0,28,87.2,595.8,595.8
2017,5,TGM,31E,Loamy,MCLO,1,1,N,599,0,1.6,2.7,171.7,0,599,168.5,775,775
2017,5,TGM,31E,Loamy,MCLO,1,1,S,756.2,0,9.7,13.5,14,0,756.2,347.1,793.3,793.3
2017,5,TGM,31E,Loamy,MCLO,1,4,N,352.5,0,0,43.6,0,302.5,352.5,243.8,396.1,396.1
2017,5,TGM,31E,Loamy,MCLO,1,4,S,413.3,0,0,30.7,105.5,346.6,413.3,268.6,549.5,549.5
2017,5,TGM,31E,Loamy,MCLO,2,1,N,904.7,0,18.3,0,158.2,0,904.7,327.2,1081.2,1081.2
2017,5,TGM,31E,Loamy,MCLO,2,1,S,619.5,17.8,3.8,60.3,224.4,0,637.2,268,943.5,943.5
2017,5,TGM,31E,Loamy,MCLO,2,4,N,846,23.1,4.8,15.1,43.6,0,869.2,359.5,955.8,955.8
2017,5,TGM,31E,Loamy,MCLO,2,4,S,442.4,0,2.7,28.5,9.7,0,442.4,205.1,483.3,483.3
2017,5,TGM,31E,Loamy,MCLO,3,1,N,596.3,23.1,0,0,108.7,0,619.5,434.9,751.3,751.3
2017,5,TGM,31E,Loamy,MCLO,3,1,S,666.8,342.8,23.7,20.5,130.2,0,1009.7,303.5,1526.9,1526.9
2017,5,TGM,31E,Loamy,MCLO,3,4,N,198.6,0,0,385.3,53.3,0,198.6,344.4,637.2,637.2
2017,5,TGM,31E,Loamy,MCLO,3,4,S,447.2,0,0.5,414.4,59.2,0,447.2,497.8,921.4,921.4
2017,5,TGM,31E,Sandy,MCLO,4,1,N,297.1,0,0,0,215.8,0,297.1,87.2,512.9,512.9
2017,5,TGM,31E,Sandy,MCLO,4,1,S,360.6,67.3,0,28.5,1091.5,0,427.9,237.3,1615.1,1615.1
2017,5,TGM,31E,Sandy,MCLO,4,4,N,732.5,0,0,0,440.8,0,732.5,265.3,1173.3,1173.3
2017,5,TGM,31E,Sandy,MCLO,4,4,S,812.1,0,0,10.8,29.1,0,812.1,214.7,852,852
2017,6,AGM,18S,Sandy,(blank),1,1,N,267.5,0,1.1,467.2,209.9,1229.8,267.5,42,945.6,945.6
2017,6,AGM,18S,Sandy,(blank),1,1,S,324,0,0,202.9,399.9,0,324,257.8,926.8,926.8
2017,6,AGM,18S,Sandy,(blank),1,4,N,85.6,51.7,3.2,1016.7,30.7,1299.2,137.2,162,1239.5,1239.5
2017,6,AGM,18S,Sandy,(blank),1,4,S,63,28.5,0,2551,388.6,25.8,91.5,510.7,3059.6,3059.6
2017,6,AGM,18S,Sandy,(blank),2,1,N,47.4,0,0,776.6,285.2,420.3,47.4,71,1109.2,1109.2
2017,6,AGM,18S,Sandy,(blank),2,1,S,61.4,9.7,0,692.1,413.3,307.8,71,86.6,1186.2,1186.2
2017,6,AGM,18S,Sandy,(blank),2,4,N,253.5,0,0,491.4,14.5,1024.7,253.5,130.8,759.4,759.4
2017,6,AGM,18S,Sandy,(blank),2,4,S,286.3,0,0.2,572.1,0,504.8,286.3,325.1,858.6,858.6
2017,6,AGM,18S,Sandy,(blank),3,1,N,91,0,0,972,1.6,0,91,122.2,1064.6,1064.6
2017,6,AGM,18S,Sandy,(blank),3,1,S,328.8,0,0,765.3,0,0,328.8,538.2,1094.2,1094.2
2017,6,AGM,18S,Sandy,(blank),3,4,N,368.1,10.8,3.2,910.1,532.8,0,378.9,77,1835.8,1835.8
2017,6,AGM,18S,Sandy,(blank),3,4,S,23.1,0,0,1615.7,377.3,0,23.1,194.8,2016.1,2016.1
2017,6,AGM,18S,Sandy,(blank),4,1,N,233,223.9,0,856.3,0,0,456.9,548.4,1537.1,1537.1
2017,6,AGM,18S,Sandy,(blank),4,1,S,7,0,0,683.5,11.8,0,7,366,702.3,702.3
2017,6,AGM,18S,Sandy,(blank),4,4,N,50.1,0,0,443.5,391.8,0,50.1,514.5,885.3,885.3
2017,6,AGM,18S,Sandy,(blank),4,4,S,98,2.7,0,806.8,16.7,0,100.6,209.4,926.8,926.8
2017,6,TGM,19N,Sandy,(blank),1,1,N,98,66.7,0.1,424.1,122.2,0,164.7,86.6,777.7,777.7
2017,6,TGM,19N,Sandy,(blank),1,1,S,22.6,19.4,0,838.5,381,0,42,73.2,1280.9,1280.9
2017,6,TGM,19N,Sandy,(blank),1,4,N,0,0,0.3,650.7,5.4,325.6,0,46.8,656.4,656.4
2017,6,TGM,19N,Sandy,(blank),1,4,S,39.3,2.7,0,283.6,1009.7,0,42,18.3,1338,1338
2017,6,TGM,19N,Sandy,(blank),2,1,N,37.1,0,0,331,77.5,0,37.1,25.8,445.6,445.6
2017,6,TGM,19N,Sandy,(blank),2,1,S,313.2,7.5,0,0,10.8,0,320.8,108.2,339.1,339.1
2017,6,TGM,19N,Sandy,(blank),2,4,N,7.5,88.8,0,1477.3,0.3,0,96.3,560.8,1662.8,1662.8
2017,6,TGM,19N,Sandy,(blank),2,4,S,8.6,0,2.2,1558.6,0,39.8,8.6,194.3,1569.4,1569.4
2017,6,TGM,19N,Sandy,(blank),3,1,N,0.3,7,0,972,205.6,0,7.3,346.1,1191.8,1191.8
2017,6,TGM,19N,Sandy,(blank),3,1,S,7.5,123.8,0,949.4,137.8,0,131.3,189.4,1342.3,1342.3
2017,6,TGM,19N,Sandy,(blank),3,4,N,459.6,0,0,163.1,101.2,0,459.6,39.8,723.9,723.9
2017,6,TGM,19N,Sandy,(blank),3,4,S,333.1,0,0,507,96.3,0,333.1,191.1,936.5,936.5
2017,6,TGM,19N,Sandy,(blank),4,1,N,8.6,163.1,0,665.7,27.4,0,171.7,774.5,1028,1028
2017,6,TGM,19N,Sandy,(blank),4,1,S,346.1,0,0,953.7,0,0,346.1,137.2,1299.7,1299.7
2017,6,TGM,19N,Sandy,(blank),4,4,N,233,0,0,243.8,401,0,233,17.8,877.8,877.8
2017,6,TGM,19N,Sandy,(blank),4,4,S,327.8,0,76.4,30.1,99,0,327.8,27.4,533.4,533.4
2017,7,AGM,7SE,Loamy,NonMCLO,1,1,N,1015.6,15.6,8.6,70,0,0,1031.2,23.7,1125.4,1125.4
2017,7,AGM,7SE,Loamy,NonMCLO,1,1,S,1311,0,8.6,125.4,26.9,0,1311,139.4,1472,1472
2017,7,AGM,7SE,Loamy,NonMCLO,1,4,N,0,0,0,258.9,148.5,0,0,15.6,407.4,407.4
2017,7,AGM,7SE,Loamy,NonMCLO,1,4,S,959.1,74.8,3.8,85.6,142.6,0,1033.9,7,1340.6,1340.6
2017,7,AGM,7SE,Loamy,NonMCLO,2,1,N,391.3,242.2,1.1,462.3,26.4,0,633.5,251.9,1365.4,1365.4
2017,7,AGM,7SE,Loamy,NonMCLO,2,1,S,618.4,219,0,71.6,0,0,837.4,214.2,1128.1,1128.1
2017,7,AGM,7SE,Loamy,NonMCLO,2,4,N,486,168.5,6.5,99.6,3.8,0,654.4,19.9,932.7,932.7
2017,7,AGM,7SE,Loamy,NonMCLO,2,4,S,226.6,73.7,12.9,75.9,11.3,0,300.3,28.5,474.2,474.2
2017,7,AGM,7SE,Loamy,NonMCLO,3,1,N,269.6,8.6,5.4,561.3,1.1,0,278.2,727.1,854.7,854.7
2017,7,AGM,7SE,Loamy,NonMCLO,3,1,S,610.9,0,0,243.8,5.4,0,610.9,178.7,860,860
2017,7,AGM,7SE,Loamy,NonMCLO,3,4,N,1013.4,35,1.6,0,0,0,1048.4,109.3,1085,1085
2017,7,AGM,7SE,Loamy,NonMCLO,3,4,S,387.5,878.9,12.4,1284.1,0,0,1266.4,213.7,3441.8,3441.8
2017,7,AGM,7SE,Salt Flats,(blank),5,1,N,61.4,0,0,573.7,145.9,0,61.4,81.8,780.9,780.9
2017,7,AGM,7SE,Salt Flats,(blank),5,1,S,193.2,0,0,790.1,0,0,193.2,231.4,983.3,983.3
2017,7,AGM,7SE,Salt Flats,(blank),5,4,N,742.2,89.9,0,1096.8,0,0,832.1,10.2,2018.8,2018.8
2017,7,AGM,7SE,Salt Flats,(blank),5,4,S,65.7,214.7,0,0,0,0,280.4,254.6,495.1,495.1
2017,7,AGM,7SE,Salt Flats,(blank),6,1,N,220.7,495.1,0,367.6,638.3,0,715.8,419.8,2216.8,2216.8
2017,7,AGM,7SE,Salt Flats,(blank),6,1,S,197,1329.9,0,499.4,0,0,1526.9,843.4,3356.2,3356.2
2017,7,AGM,7SE,Salt Flats,(blank),6,4,N,100.6,81.3,11.8,818.6,354.7,0,181.9,5.9,1448.3,1448.3
2017,7,AGM,7SE,Salt Flats,(blank),6,4,S,136.2,418.2,0,322.9,0,0,554.3,56.5,1295.4,1295.4
2017,7,AGM,7SE,Sandy,(blank),4,1,N,756.2,96.3,0.5,81.3,134.5,0,852.5,39.3,1165.2,1165.2
2017,7,AGM,7SE,Sandy,(blank),4,1,S,670.1,51.1,1.1,72.7,0,0,721.2,96.3,846,846
2017,7,AGM,7SE,Sandy,(blank),4,4,N,53.3,156.1,0,974.7,0,0,209.4,124.3,1340.1,1340.1
2017,7,AGM,7SE,Sandy,(blank),4,4,S,17.8,254.6,0,2352.5,16.1,0,272.3,352.5,2895.5,2895.5
2017,7,TGM,7NW,Loamy,NonMCLO,1,1,N,924.6,0,0,0,96.9,0,924.6,586.6,1021.5,1021.5
2017,7,TGM,7NW,Loamy,NonMCLO,1,1,S,583.4,232.5,0,251.9,0,714.7,815.9,212.6,1300.3,1300.3
2017,7,TGM,7NW,Loamy,NonMCLO,1,4,N,795.5,0,0,128.6,6.5,0,795.5,155.5,930.5,930.5
2017,7,TGM,7NW,Loamy,NonMCLO,1,4,S,581.3,0,0,504.3,11.3,0.3,581.3,102.8,1096.8,1096.8
2017,7,TGM,7NW,Loamy,NonMCLO,2,1,N,671.1,0,2.7,0,150.2,0,671.1,190,824,824
2017,7,TGM,7NW,Loamy,NonMCLO,2,1,S,474.2,0,1.1,48.4,199.1,0,474.2,99,722.8,722.8
2017,7,TGM,7NW,Loamy,NonMCLO,2,4,N,277.7,57.6,0.5,497.3,5.4,0,335.3,52.2,896.1,896.1
2017,7,TGM,7NW,Loamy,NonMCLO,2,4,S,552.7,0,0,546.8,15.1,0,552.7,91.5,1114.6,1114.6
2017,7,TGM,7NW,Loamy,NonMCLO,4,1,N,296.5,103.3,1.1,5.4,5.9,0,399.9,116.8,515.6,515.6
2017,7,TGM,7NW,Loamy,NonMCLO,4,1,S,488.7,159.3,0,7.5,108.7,0,648,253,923.5,923.5
2017,7,TGM,7NW,Loamy,NonMCLO,4,4,N,132.4,416.6,0,653.4,0,0,549,143.2,1618.9,1618.9
2017,7,TGM,7NW,Loamy,NonMCLO,4,4,S,256.7,518.3,0,31.2,18.3,0,775,114.1,1342.8,1342.8
2017,7,TGM,7NW,Salt Flats,(blank),5,1,N,32.3,0,0,533.9,0,0,32.3,178.7,566.2,566.2
2017,7,TGM,7NW,Salt Flats,(blank),5,1,S,493.5,0,0,572.1,59.2,0,493.5,252.4,1124.8,1124.8
2017,7,TGM,7NW,Salt Flats,(blank),5,4,N,297.6,355.7,0,689.4,13.5,0,653.4,120.6,1712,1712
2017,7,TGM,7NW,Salt Flats,(blank),5,4,S,402.6,134,0,809.4,46.8,0,536.6,121.1,1526.9,1526.9
2017,7,TGM,7NW,Salt Flats,(blank),6,1,N,455.3,1.1,0,309.5,86.6,0,456.4,429.5,853.6,853.6
2017,7,TGM,7NW,Salt Flats,(blank),6,1,S,289,0,0,438.6,0,0,289,228.7,727.6,727.6
2017,7,TGM,7NW,Salt Flats,(blank),6,4,N,354.1,129.7,0,238.4,1.6,0,483.8,262.1,853.6,853.6
2017,7,TGM,7NW,Salt Flats,(blank),6,4,S,72.1,158.2,0,819.1,37.1,0,230.3,375.1,1244.8,1244.8
2017,7,TGM,7NW,Sandy,(blank),3,1,N,110.3,22.6,0,414.9,791.7,0,132.9,251.9,1362.2,1362.2
2017,7,TGM,7NW,Sandy,(blank),3,1,S,238.4,0,0.4,1150.1,0,0,238.4,257.3,1389,1389
2017,7,TGM,7NW,Sandy,(blank),3,4,N,241.6,66.7,0,498.4,0,0,308.4,223.9,873.5,873.5
2017,7,TGM,7NW,Sandy,(blank),3,4,S,690.5,0,4.3,0,157.2,0,690.5,149.6,852,852
2017,8,AGM,8E,Loamy,NonMCLO,1,1,N,520.4,0,0,289,95.8,0,520.4,706.1,905.2,905.2
2017,8,AGM,8E,Loamy,NonMCLO,1,1,S,600.6,70.5,0,296,104.9,0,671.1,408.5,1142.6,1142.6
2017,8,AGM,8E,Loamy,NonMCLO,1,4,N,534.4,359,0,668.4,21.5,0,893.4,387,1942.3,1942.3
2017,8,AGM,8E,Loamy,NonMCLO,1,4,S,329.4,420.3,0,269.6,109.3,0,749.7,819.1,1548.9,1548.9
2017,8,AGM,8E,Loamy,NonMCLO,3,1,N,656.1,0,1.6,9.1,0.5,0,656.1,327.8,667.4,667.4
2017,8,AGM,8E,Loamy,NonMCLO,3,1,S,890.2,0,0,34.4,0,0,890.2,277.2,924.6,924.6
2017,8,AGM,8E,Loamy,NonMCLO,3,4,N,798.1,29.1,0,0,0,0,827.2,277.7,856.3,856.3
2017,8,AGM,8E,Loamy,NonMCLO,3,4,S,199.1,0,0,924.6,3.2,0,199.1,68.9,1127,1127
2017,8,AGM,8E,Sandy,(blank),2,1,N,508.1,0,0,377.3,106,0,508.1,310,991.4,991.4
2017,8,AGM,8E,Sandy,(blank),2,1,S,58.1,102.3,0,61.9,688.4,0,160.4,51.1,1012.9,1012.9
2017,8,AGM,8E,Sandy,(blank),2,4,N,621.1,153.9,0,61.4,471.5,178.1,775,483.3,1461.7,1461.7
2017,8,AGM,8E,Sandy,(blank),2,4,S,156.6,0,0,759.9,381,0,156.6,603.3,1297.6,1297.6
2017,8,AGM,8E,Sandy,(blank),4,1,N,435.9,0,0,1047.3,22.6,0,435.9,661.4,1505.9,1505.9
2017,8,AGM,8E,Sandy,(blank),4,1,S,258.3,174.9,0,768.5,11.8,0,433.2,300.3,1388.5,1388.5
2017,8,AGM,8E,Sandy,(blank),4,4,N,407.4,0,0,368.1,0,0,407.4,131.9,775.5,775.5
2017,8,AGM,8E,Sandy,(blank),4,4,S,603.3,0,0,46.3,234.1,0,603.3,244.9,883.7,883.7
2017,8,TGM,5E,Loamy,NonMCLO,1,1,N,0.5,0,2.2,149.6,554.9,0,0.5,333.1,707.2,707.2
2017,8,TGM,5E,Loamy,NonMCLO,1,1,S,373,5.9,4.8,418.2,346.1,265.3,378.9,289,1153.9,1153.9
2017,8,TGM,5E,Loamy,NonMCLO,1,4,N,620,0,0,177.1,0,0,620,559.2,797.1,797.1
2017,8,TGM,5E,Loamy,NonMCLO,1,4,S,140.5,0,0,2263.7,0,1227.6,140.5,1299.2,2404.1,2404.1
2017,8,TGM,5E,Loamy,NonMCLO,3,1,N,779.8,0,0,33.9,38.8,0,779.8,518.3,852.5,852.5
2017,8,TGM,5E,Loamy,NonMCLO,3,1,S,318.1,0,0,665.2,12.9,0,318.1,868.1,996.2,996.2
2017,8,TGM,5E,Loamy,NonMCLO,3,4,N,227.7,0,0,172.8,57.6,0,227.7,144.2,458,458
2017,8,TGM,5E,Loamy,NonMCLO,3,4,S,953.7,0,0,120.6,8.6,0,953.7,247.6,1082.8,1082.8
2017,8,TGM,5E,Sandy,(blank),2,1,N,205.1,0,0,625.9,43.1,34.4,205.1,583.9,874,874
2017,8,TGM,5E,Sandy,(blank),2,1,S,106.6,0,0,364.9,0,2921.9,106.6,801.4,471.5,471.5
2017,8,TGM,5E,Sandy,(blank),2,4,N,381.6,0,0,1097.4,2.7,0,381.6,1258.3,1481.7,1481.7
2017,8,TGM,5E,Sandy,(blank),2,4,S,180.8,0,101.2,542.5,1163,1218.5,180.8,0,1987.6,1987.6
2017,8,TGM,5E,Sandy,(blank),4,1,N,24.2,44.7,0,649.1,37.1,0,68.9,198.1,799.8,799.8
2017,8,TGM,5E,Sandy,(blank),4,1,S,183.5,110.9,0,862.7,1.6,0,294.4,418.7,1269.6,1269.6
2017,8,TGM,5E,Sandy,(blank),4,4,N,744.9,0,0,325.1,395,0,744.9,249.7,1465,1465
2017,8,TGM,5E,Sandy,(blank),4,4,S,816.4,0,2.7,161.5,12.4,0,816.4,215.8,993,993
2017,9,AGM,17S,Loamy,NonMCLO,1,1,N,511.3,97.4,16.7,190,126.5,0,608.7,177.1,1039.3,1039.3
2017,9,AGM,17S,Loamy,NonMCLO,1,1,S,452.1,155.5,0,356.3,0,0,607.6,533.4,1119.4,1119.4
2017,9,AGM,17S,Loamy,NonMCLO,1,4,N,562.4,30.7,0,125.4,26.4,0,593.1,232.5,775.5,775.5
2017,9,AGM,17S,Loamy,NonMCLO,1,4,S,247.6,246,7.5,277.7,87.7,0,493.5,101.2,1112.5,1112.5
2017,9,AGM,17S,Loamy,NonMCLO,2,1,N,1137.2,65.1,0.3,84.5,7,0,1202.3,163.1,1359.2,1359.2
2017,9,AGM,17S,Loamy,NonMCLO,2,1,S,1019.9,0,7,9.7,32.8,0,1019.9,276.6,1069.4,1069.4
2017,9,AGM,17S,Loamy,NonMCLO,2,4,N,662.5,0,0,178.7,117.3,0,662.5,107.1,958.5,958.5
2017,9,AGM,17S,Loamy,NonMCLO,2,4,S,466.6,0,0,223.4,255.6,0,466.6,143.2,945.6,945.6
2017,9,AGM,17S,Salt Flats,(blank),3,1,N,141.5,252.4,0,488.1,232,0,394,38.2,1366.5,1366.5
2017,9,AGM,17S,Salt Flats,(blank),3,1,S,123.2,0,0,845.5,87.7,0,123.2,346.6,1056.5,1056.5
2017,9,AGM,17S,Salt Flats,(blank),3,4,N,424.6,441.9,0,2357.3,0,0,866.5,1068.3,3665.7,3665.7
2017,9,AGM,17S,Salt Flats,(blank),3,4,S,454.2,1581.2,0,1177.6,776.6,0,2035.5,2289.5,5570.9,5570.9
2017,9,AGM,17S,Salt Flats,(blank),4,1,N,31.2,0,0,472,298.2,0,31.2,32.3,801.4,801.4
2017,9,AGM,17S,Salt Flats,(blank),4,1,S,277.2,0,0,1141.5,156.1,0,277.2,107.1,1574.8,1574.8
2017,9,AGM,17S,Salt Flats,(blank),4,4,N,46.8,1947.7,0,31.2,45.2,0,1994.6,1399.3,4018.7,4018.7
2017,9,AGM,17S,Salt Flats,(blank),4,4,S,60.8,302.5,0,1482.7,220.7,0,363.3,342.3,2369.1,2369.1
2017,9,AGM,17S,Sandy,(blank),5,1,N,606,0,0,129.7,37.7,0,606,240,773.4,773.4
2017,9,AGM,17S,Sandy,(blank),5,1,S,224.4,0,9.7,135.1,53.8,0,224.4,32.8,423,423
2017,9,AGM,17S,Sandy,(blank),5,4,N,381.6,0,5.9,0,3.8,0,381.6,0,391.3,391.3
2017,9,AGM,17S,Sandy,(blank),5,4,S,433.2,10.8,1.1,107.1,14,0,444,199.7,576.9,576.9
2017,9,AGM,17S,Sandy,(blank),6,1,N,29.6,0,0,4432.6,113.6,0,29.6,2009.6,4575.7,4575.7
2017,9,AGM,17S,Sandy,(blank),6,1,S,26.9,228.7,0,1273.9,0,0,255.6,1082.8,1758.3,1758.3
2017,9,AGM,17S,Sandy,(blank),6,4,S,101.2,0,0,1606.5,0.4,0,101.2,329.9,1708.1,1708.1
2017,9,TGM,17N,Loamy,NonMCLO,1,1,N,659.8,0,0.2,61.9,0,0,659.8,60.8,721.9,721.9
2017,9,TGM,17N,Loamy,NonMCLO,1,1,S,776.6,0,9.7,499.4,0,0,776.6,117.3,1285.7,1285.7
2017,9,TGM,17N,Loamy,NonMCLO,1,4,N,304.1,19.4,0.5,531.7,283.1,0,323.5,258.9,1158.2,1158.2
2017,9,TGM,17N,Loamy,NonMCLO,1,4,S,571,257.8,0.5,292.2,44.7,0,828.8,380,1424.1,1424.1
2017,9,TGM,17N,Loamy,NonMCLO,2,1,N,501.6,0,10.2,35.5,0,0,501.6,49,547.3,547.3
2017,9,TGM,17N,Loamy,NonMCLO,2,1,S,996.7,0,36.6,49,12.4,0,996.7,70,1094.7,1094.7
2017,9,TGM,17N,Loamy,NonMCLO,2,4,N,279.9,34.4,1.1,237.9,1085,0,314.3,55.4,1672.7,1672.7
2017,9,TGM,17N,Loamy,NonMCLO,2,4,S,669,0,3.2,23.1,51.7,0,669,125.4,747,747
2017,9,TGM,17N,Salt Flats,(blank),3,1,N,338,981.7,0,1676.5,0,0,1319.7,1529.6,3977.8,3977.8
2017,9,TGM,17N,Salt Flats,(blank),3,1,S,106,1021,0,1892.3,0,0,1127,1763.1,4040.2,4040.2
2017,9,TGM,17N,Salt Flats,(blank),3,4,N,63,825.6,0,1553.2,278.2,0,888.6,536,3545.6,3545.6
2017,9,TGM,17N,Salt Flats,(blank),3,4,S,0,2147.4,0,600.1,0,0,2147.4,1911.7,4894.9,4894.9
2017,9,TGM,17N,Salt Flats,(blank),4,1,N,0,658.2,0,2428.3,335.3,0,658.2,4069.8,4080.1,4080.1
2017,9,TGM,17N,Salt Flats,(blank),4,1,S,0,1152.8,0,1736.8,116.8,0,1152.8,3202.8,4159.2,4159.2
2017,9,TGM,17N,Sandy,(blank),5,1,N,671.7,0,0,425.7,5.9,0,671.7,286.9,1103.3,1103.3
2017,9,TGM,17N,Sandy,(blank),5,1,S,118.4,88.8,0,977.4,148,0,207.2,158.2,1421.4,1421.4
2017,9,TGM,17N,Sandy,(blank),5,4,N,129.7,9.1,0,850.9,22.1,0,138.9,232,1021,1021
2017,9,TGM,17N,Sandy,(blank),5,4,S,472.5,135.1,0,125.4,88.3,0,607.6,230.3,956.4,956.4
2017,9,TGM,17N,Sandy,(blank),6,1,N,421.9,208.3,0.5,639.4,248.6,0,630.2,229.3,1727.1,1727.1
2017,9,TGM,17N,Sandy,(blank),6,1,S,304.6,0,7.5,15.6,409,0,304.6,79.7,736.8,736.8
2017,9,TGM,17N,Sandy,(blank),6,4,N,0,109.8,0,1055.4,179.8,0,109.8,311.1,1454.7,1454.7
2017,9,TGM,17N,Sandy,(blank),6,4,S,242.2,28.5,0,1041.9,655,0,270.7,230.3,1996.2,1996.2
2017,10,AGM,20NW,Salt Flats,(blank),5,1,N,49,905.2,0,59.7,3.8,0,954.2,231.4,1923,1923
2017,10,AGM,20NW,Salt Flats,(blank),5,1,S,212.6,26.9,2.2,490.8,11.8,0,239.5,100.6,771.2,771.2
2017,10,AGM,20NW,Salt Flats,(blank),5,4,N,0,987.1,0,15.1,7,0,987.1,323.5,1996.2,1996.2
2017,10,AGM,20NW,Salt Flats,(blank),5,4,S,59.7,948.8,0,915.5,1.1,0,1008.6,907.4,2874,2874
2017,10,AGM,20NW,Salt Flats,(blank),6,1,N,22.1,277.7,0,1579.6,327.2,290.6,299.8,597.4,2484.3,2484.3
2017,10,AGM,20NW,Salt Flats,(blank),6,1,S,120.6,777.2,0,409.6,13.5,0,897.7,675.4,2097.9,2097.9
2017,10,AGM,20NW,Salt Flats,(blank),6,4,N,90.4,924.6,0,180.3,0,0,1015,258.9,2120,2120
2017,10,AGM,20NW,Salt Flats,(blank),6,4,S,34.4,113,0,686.2,1.1,0,147.5,128.6,947.8,947.8
2017,10,AGM,20NW,Sandy,(blank),1,1,N,53.8,39.3,0,888,0,0,93.1,516.1,1020.4,1020.4
2017,10,AGM,20NW,Sandy,(blank),1,1,S,287.4,0,0,340.7,187.3,0,287.4,162,815.4,815.4
2017,10,AGM,20NW,Sandy,(blank),1,4,N,107.6,23.7,0,553.8,0,0,131.3,116.3,708.8,708.8
2017,10,AGM,20NW,Sandy,(blank),1,4,S,187.3,24.2,0,417.1,8.1,0,211.5,39.3,660.9,660.9
2017,10,AGM,20NW,Sandy,(blank),2,1,N,7,230.3,0,1068.9,52.7,0,237.3,42.5,1589.3,1589.3
2017,10,AGM,20NW,Sandy,(blank),2,1,S,0,110.9,0,1168.4,58.1,0,110.9,583.9,1448.3,1448.3
2017,10,AGM,20NW,Sandy,(blank),2,4,N,95.3,0,0,747.6,56,0,95.3,742.7,898.8,898.8
2017,10,AGM,20NW,Sandy,(blank),2,4,S,9.7,28.5,0,611.4,55.4,0,38.2,339.6,733.6,733.6
2017,10,AGM,20NW,Sandy,(blank),3,1,N,495.1,29.1,0,188.9,339.1,0,524.2,183,1081.2,1081.2
2017,10,AGM,20NW,Sandy,(blank),3,1,S,0,500.5,7,0,293.9,0,500.5,109.8,1301.9,1301.9
2017,10,AGM,20NW,Sandy,(blank),3,4,N,0,0,0,1978.4,0,0,0,235.2,1978.4,1978.4
2017,10,AGM,20NW,Sandy,(blank),3,4,S,53.3,229.3,0,585,99.6,0,282.6,98.5,1196.4,1196.4
2017,10,AGM,20NW,Sandy,(blank),4,1,N,0,85.6,0,1696.9,68.4,0,85.6,572.1,1936.4,1936.4
2017,10,AGM,20NW,Sandy,(blank),4,1,S,184.6,63,0.5,332.1,39.8,0,247.6,260.5,683,683
2017,10,AGM,20NW,Sandy,(blank),4,4,N,551.7,0,1.1,218.5,30.1,0,551.7,57,801.4,801.4
2017,10,AGM,20NW,Sandy,(blank),4,4,S,228.2,548.4,0.4,134.5,1244.3,0,776.6,30.1,2704.3,2704.3
2017,10,TGM,20SE,Salt Flats,(blank),6,1,N,184.1,139.9,0,1110.8,0,0,324,550.6,1574.8,1574.8
2017,10,TGM,20SE,Salt Flats,(blank),6,1,S,0,1242.7,0,996.7,2.7,0,1242.7,1211.5,3484.8,3484.8
2017,10,TGM,20SE,Salt Flats,(blank),6,4,N,148,203.4,0,1050,0,0,351.4,1029.6,1604.9,1604.9
2017,10,TGM,20SE,Salt Flats,(blank),6,4,S,27.4,952.6,0,165.2,401.5,0,980.1,531.2,2499.4,2499.4
2017,10,TGM,20SE,Salt Flats,(blank),5,1,N,466.1,1518.3,0,536.6,0,0,1984.3,1248.6,4039.2,4039.2
2017,10,TGM,20SE,Salt Flats,(blank),5,1,S,120,1275.5,32.8,45.7,329.9,0,1395.5,697.5,3079.6,3079.6
2017,10,TGM,20SE,Salt Flats,(blank),5,4,N,262.6,693.2,0,539.8,109.3,0,955.8,754,2298.1,2298.1
2017,10,TGM,20SE,Salt Flats,(blank),5,4,S,58.1,1285.2,2.7,137.8,394.5,0,1343.3,558.6,3163.5,3163.5
2017,10,TGM,20SE,Sandy,(blank),1,1,N,0,24.2,0,812.7,0,0,24.2,173.3,861.1,861.1
2017,10,TGM,20SE,Sandy,(blank),1,1,S,0,129.7,0,930,478.5,0,129.7,2.2,1667.9,1667.9
2017,10,TGM,20SE,Sandy,(blank),1,4,N,0,108.2,0,926.8,1.6,0,108.2,437.6,1144.7,1144.7
2017,10,TGM,20SE,Sandy,(blank),1,4,S,111.9,0,0,982.7,902.6,0,111.9,145.9,1997.2,1997.2
