site,depth.cm,date,vwc.daily
15E,60,11/26/2019,4.861190957
15E,60,11/27/2019,4.847816347
15E,60,11/28/2019,4.828478457
15E,60,11/29/2019,4.80880399
15E,60,11/30/2019,4.7919422
15E,60,12/1/2019,4.777020137
15E,60,12/2/2019,4.761999292
15E,60,12/3/2019,4.745566016
15E,60,12/4/2019,4.731563429
15E,60,12/5/2019,4.720460209
15E,60,12/6/2019,4.710791707
15E,60,12/7/2019,4.697275629
15E,60,12/8/2019,4.685313149
15E,60,12/9/2019,4.671805954
15E,60,12/10/2019,4.660160806
15E,60,12/11/2019,4.646297869
15E,60,12/12/2019,4.631521298
15E,60,12/13/2019,4.618309739
15E,60,12/14/2019,4.608594591
15E,60,12/15/2019,4.600701365
15E,60,12/16/2019,4.593985602
15E,60,12/17/2019,4.585860946
15E,60,12/18/2019,4.572297164
15E,60,12/19/2019,4.554979274
15E,60,12/20/2019,4.539149101
15E,60,12/21/2019,4.523514312
15E,60,12/22/2019,4.512967716
15E,60,12/23/2019,4.511492048
15E,60,12/24/2019,4.51222952
15E,60,12/25/2019,4.512998374
15E,60,12/26/2019,4.513449023
15E,60,12/27/2019,4.513468519
15E,60,12/28/2019,4.514300014
15E,60,12/29/2019,4.51548162
15E,60,12/30/2019,4.517593917
15E,60,12/31/2019,4.514406622
15E,60,1/1/2020,4.499365616
15E,60,1/2/2020,4.485924823
15E,60,1/3/2020,4.48075095
15E,60,1/4/2020,4.474497026
15E,60,1/5/2020,4.467234106
15E,60,1/6/2020,4.468117223
15E,60,1/7/2020,4.465995673
15E,60,1/8/2020,4.463452175
15E,60,1/9/2020,4.463915839
15E,60,1/10/2020,4.465802806
15E,60,1/11/2020,4.463054367
15E,60,1/12/2020,4.443403985
15E,60,1/13/2020,4.42523649
15E,60,1/14/2020,4.409557239
15E,60,1/15/2020,4.398302334
15E,60,1/16/2020,4.400328542
15E,60,1/17/2020,4.396389645
15E,60,1/18/2020,4.389904293
15E,60,1/19/2020,4.387869127
15E,60,1/20/2020,4.383593115
15E,60,1/21/2020,4.381273856
15E,60,1/22/2020,4.387991939
15E,60,1/23/2020,4.399300438
15E,60,1/24/2020,4.409419377
15E,60,1/25/2020,4.417578369
15E,60,1/26/2020,4.424257254
15E,60,1/27/2020,4.430535282
15E,60,1/28/2020,4.437523082
15E,60,1/29/2020,4.444222928
15E,60,1/30/2020,4.449187952
15E,60,1/31/2020,4.451871699
15E,60,2/1/2020,4.452633052
15E,60,2/2/2020,4.45716751
15E,60,2/3/2020,4.473911264
15E,60,2/4/2020,4.485135525
15E,60,2/5/2020,4.481615356
15E,60,2/6/2020,4.476145105
15E,60,2/7/2020,4.470502964
15E,60,2/8/2020,4.465214392
15E,60,2/9/2020,4.46217687
15E,60,2/10/2020,4.460529225
15E,60,2/11/2020,4.459560856
15E,60,2/12/2020,4.457051729
15E,60,2/13/2020,4.453943424
15E,60,2/14/2020,4.452620155
15E,60,2/15/2020,4.451170568
15E,60,2/16/2020,4.451078993
15E,60,2/17/2020,4.451366846
15E,60,2/18/2020,4.453112858
15E,60,2/19/2020,4.454155408
15E,60,2/20/2020,4.454151135
15E,60,2/21/2020,4.451465735
15E,60,2/22/2020,4.446267047
15E,60,2/23/2020,4.446020681
15E,60,2/24/2020,4.453518206
15E,60,2/25/2020,4.459230781
15E,60,2/26/2020,4.459509701
15E,60,2/27/2020,4.456137545
15E,60,2/28/2020,4.453430345
15E,60,2/29/2020,4.456370623
15E,60,3/1/2020,4.463876796
15E,60,3/2/2020,4.471620986
15E,60,3/3/2020,4.483886689
15E,60,3/4/2020,4.499270087
15E,60,3/5/2020,4.520353187
15E,60,3/6/2020,4.547504555
15E,60,3/7/2020,4.576555366
15E,60,3/8/2020,4.615613724
15E,60,3/9/2020,4.660563329
15E,60,3/10/2020,4.697741527
15E,60,3/11/2020,4.717506976
15E,60,3/12/2020,4.732008882
15E,60,3/13/2020,4.74383112
15E,60,3/14/2020,4.726308911
15E,60,3/15/2020,4.696916102
15E,60,3/16/2020,4.684519201
15E,60,3/17/2020,4.698932654
15E,60,3/18/2020,4.720847165
15E,60,3/19/2020,4.743733852
15E,60,3/20/2020,4.750260444
15E,60,3/21/2020,4.71916304
15E,60,3/22/2020,4.697704034
15E,60,3/23/2020,4.696487824
15E,60,3/24/2020,4.705807281
15E,60,3/25/2020,4.729863221
15E,60,3/26/2020,4.756785385
15E,60,3/27/2020,4.786767014
15E,60,3/28/2020,4.807459387
15E,60,3/29/2020,4.799363905
15E,60,3/30/2020,4.794019798
15E,60,3/31/2020,4.799547916
15E,60,4/1/2020,4.813171447
15E,60,4/2/2020,4.843395368
15E,60,4/3/2020,4.849784772
15E,60,4/4/2020,4.830636276
15E,60,4/5/2020,4.833101826
15E,60,4/6/2020,4.857010555
15E,60,4/7/2020,4.896493019
15E,60,4/8/2020,4.946514308
15E,60,4/9/2020,4.988594281
15E,60,4/10/2020,5.016941481
15E,60,4/11/2020,5.050629187
15E,60,4/12/2020,5.093570757
15E,60,4/13/2020,5.095857204
15E,60,4/14/2020,5.049750657
15E,60,4/15/2020,5.002427836
15E,60,4/16/2020,4.976637688
15E,60,4/17/2020,4.946415925
15E,60,4/18/2020,4.902850299
15E,60,4/19/2020,4.869342956
15E,60,4/20/2020,4.872226411
15E,60,4/21/2020,4.902904394
15E,60,4/22/2020,4.952080165
15E,60,4/23/2020,5.009394812
15E,60,4/24/2020,5.049897191
15E,60,4/25/2020,5.075721973
15E,60,4/26/2020,5.098669359
15E,60,4/27/2020,5.126302825
15E,60,4/28/2020,5.164531896
15E,60,4/29/2020,5.217572267
15E,60,4/30/2020,5.258035384
15E,60,5/1/2020,5.306602471
15E,60,5/2/2020,5.369015711
15E,60,5/3/2020,5.400690686
15E,60,5/4/2020,5.413225529
15E,60,5/5/2020,5.417376448
15E,60,5/6/2020,5.410840867
15E,60,5/7/2020,5.419157825
15E,60,5/8/2020,5.436105461
15E,60,5/9/2020,5.441661709
15E,60,5/10/2020,5.446432029
15E,60,5/11/2020,5.468003081
15E,60,5/12/2020,5.470496785
15E,60,5/13/2020,5.436101024
15E,60,5/14/2020,5.424563715
15E,60,5/15/2020,5.442517488
15E,60,5/16/2020,5.448264201
15E,60,5/17/2020,5.44749045
15E,60,5/18/2020,5.463739639
15E,60,5/19/2020,5.512342434
15E,60,5/20/2020,5.587765567
15E,60,5/21/2020,5.667359567
15E,60,5/22/2020,5.723321054
15E,60,5/23/2020,5.776786348
15E,60,5/24/2020,5.831870125
15E,60,5/25/2020,5.827620942
15E,60,5/26/2020,5.767129786
15E,60,5/27/2020,5.743086348
15E,60,5/28/2020,5.767726755
15E,60,5/29/2020,5.796508327
15E,60,5/30/2020,5.849204637
15E,60,5/31/2020,5.92122454
15E,60,6/1/2020,5.992431426
15E,60,6/2/2020,6.059212339
15E,60,6/3/2020,6.108921195
15E,60,6/4/2020,6.13110457
15E,60,6/5/2020,6.141524015
15E,60,6/6/2020,6.174152107
15E,60,6/7/2020,6.190802278
15E,60,6/8/2020,6.17914088
15E,60,6/9/2020,6.185848767
15E,60,6/10/2020,6.115424554
15E,60,6/11/2020,6.051652292
15E,60,6/12/2020,6.052220791
15E,60,6/13/2020,6.094031671
15E,60,6/14/2020,6.147341584
15E,60,6/15/2020,6.201530924
15E,60,6/16/2020,6.240487616
15E,60,6/17/2020,6.276733871
15E,60,6/18/2020,6.323982977
15E,60,6/19/2020,6.352724132
15E,60,6/20/2020,6.326338491
15E,60,6/21/2020,6.287994555
15E,60,6/22/2020,6.28556885
15E,60,6/23/2020,6.275492214
15E,60,6/24/2020,6.284215488
15E,60,6/25/2020,6.318000438
15E,60,6/26/2020,6.33452365
15E,60,6/27/2020,6.309071332
15E,60,6/28/2020,6.280695499
15E,60,6/29/2020,6.285922012
15E,60,6/30/2020,6.305649106
15E,60,7/1/2020,6.319821868
15E,60,7/2/2020,6.336541641
15E,60,7/3/2020,6.381095356
15E,60,7/4/2020,6.440128217
15E,60,7/5/2020,6.483220594
15E,60,7/6/2020,6.504858186
15E,60,7/7/2020,6.537626276
15E,60,7/8/2020,6.578467319
15E,60,7/9/2020,6.619187676
15E,60,7/10/2020,6.656242708
15E,60,7/11/2020,6.694575162
15E,60,7/12/2020,6.734556843
15E,60,7/13/2020,6.764434654
15E,60,7/14/2020,6.776935359
15E,60,7/15/2020,6.769901649
15E,60,7/16/2020,6.758427993
15E,60,7/17/2020,6.757811942
15E,60,7/18/2020,6.766470245
15E,60,7/19/2020,6.769848909
15E,60,7/20/2020,6.77182159
15E,60,7/21/2020,6.770083057
15E,60,7/22/2020,6.743865592
15E,60,7/23/2020,6.734056331
15E,60,7/24/2020,6.723257963
15E,60,7/25/2020,6.720792121
15E,60,7/26/2020,6.71448145
15E,60,7/27/2020,6.697043478
15E,60,7/28/2020,6.699423748
15E,60,7/29/2020,6.703769956
15E,60,7/30/2020,6.690033076
15E,60,7/31/2020,6.681224024
15E,60,8/1/2020,6.67828847
15E,60,8/2/2020,6.696503867
15E,60,8/3/2020,6.716626287
15E,60,8/4/2020,6.737414173
15E,60,8/5/2020,6.749886776
15E,60,8/6/2020,6.709606363
15E,60,8/7/2020,6.669176227
15E,60,8/8/2020,6.656083863
15E,60,8/9/2020,6.666487235
15E,60,8/10/2020,6.687578099
15E,60,8/11/2020,6.715557493
15E,60,8/12/2020,6.733162596
15E,60,8/13/2020,6.741625069
15E,60,8/14/2020,6.75497208
15E,60,8/15/2020,6.773785831
15E,60,8/16/2020,6.792686998
15E,60,8/17/2020,6.814378215
15E,60,8/18/2020,6.837115309
15E,60,8/19/2020,6.85326783
15E,60,8/20/2020,6.86104751
15E,60,8/21/2020,6.860526376
15E,60,8/22/2020,6.838292151
15E,60,8/23/2020,6.820428294
15E,60,8/24/2020,6.815535657
15E,60,8/25/2020,6.82186312
15E,60,8/26/2020,6.835969865
15E,60,8/27/2020,6.842791637
15E,60,8/28/2020,6.837136557
15E,60,8/29/2020,6.822880636
15E,60,8/30/2020,6.783402868
15E,60,8/31/2020,6.745216899
15E,60,9/1/2020,6.712529943
15E,60,9/2/2020,6.681772467
15E,60,9/3/2020,6.668802698
15E,60,9/4/2020,6.664232182
15E,60,9/5/2020,6.6623468
15E,60,9/6/2020,6.668272064
15E,60,9/7/2020,6.678198822
15E,60,9/8/2020,6.664876203
15E,60,9/9/2020,6.576009885
15E,60,9/10/2020,6.435372721
15E,60,9/11/2020,6.316127724
15E,60,9/12/2020,6.228209475
15E,60,9/13/2020,6.171982708
15E,60,9/14/2020,6.165056132
15E,60,9/15/2020,6.180664075
15E,60,9/16/2020,6.199848026
15E,60,9/17/2020,6.218911415
15E,60,9/18/2020,6.2254191
15E,60,9/19/2020,6.231286422
15E,60,9/20/2020,6.243519734
15E,60,9/21/2020,6.266044403
15E,60,9/22/2020,6.283738449
15E,60,9/23/2020,6.298565822
15E,60,9/24/2020,6.312442493
15E,60,9/25/2020,6.31391435
15E,60,9/26/2020,6.312084475
15E,60,9/27/2020,6.301327029
15E,60,9/28/2020,6.249958692
15E,60,9/29/2020,6.17637842
15E,60,9/30/2020,6.129703176
15E,60,10/1/2020,6.112290029
15E,60,10/2/2020,6.09494011
15E,60,10/3/2020,6.079129741
15E,60,10/4/2020,6.067618377
15E,60,10/5/2020,6.054157454
15E,60,10/6/2020,6.047226459
15E,60,10/7/2020,6.038189504
15E,60,10/8/2020,6.038923354
15E,60,10/9/2020,6.039718028
15E,60,10/10/2020,6.035951031
15E,60,10/11/2020,6.026686464
15E,60,10/12/2020,6.009471125
15E,60,10/13/2020,5.969438952
15E,60,10/14/2020,5.937799852
15E,60,10/15/2020,5.921917434
15E,60,10/16/2020,5.879020904
15E,60,10/17/2020,5.820433539
15E,60,10/18/2020,5.788927444
15E,60,10/19/2020,5.744762419
15E,60,10/20/2020,5.682870869
15E,60,10/21/2020,5.645005567
15E,60,10/22/2020,5.62215478
15E,60,10/23/2020,5.59040463
15E,60,10/24/2020,5.527985023
15E,60,10/25/2020,5.467437112
15E,60,10/26/2020,5.412850055
15E,60,10/27/2020,5.357718215
15E,60,10/28/2020,5.30695392
15E,60,10/29/2020,5.258546852
15E,60,10/30/2020,5.208339619
15E,60,10/31/2020,5.174036976
15E,60,11/1/2020,5.158833156
15E,60,11/2/2020,5.143590607
15E,60,11/3/2020,5.143371317
15E,60,11/4/2020,5.158445631
15E,60,11/5/2020,5.183556046
15E,60,11/6/2020,5.207894289
15E,60,11/7/2020,5.221360983
15E,60,11/8/2020,5.230975615
15E,60,11/9/2020,5.232759684
15E,60,11/10/2020,5.205300124
15E,60,11/11/2020,5.158576831
15E,60,11/12/2020,5.107048825
15E,60,11/13/2020,5.054098719
15E,60,11/14/2020,5.004878069
15E,60,11/15/2020,4.970716246
15E,60,11/16/2020,4.942868419
15E,60,11/17/2020,4.93901846
15E,60,11/18/2020,4.949199161
15E,60,11/19/2020,4.958472197
15E,60,11/20/2020,4.96975102
15E,60,11/21/2020,4.978438262
15E,60,11/22/2020,4.970232378
15E,60,11/23/2020,4.944798485
15E,60,11/24/2020,4.923394171
15E,60,11/25/2020,4.918722944
15E,60,11/26/2020,4.894970108
15E,60,11/27/2020,4.873509176
15E,60,11/28/2020,4.85056776
15E,60,11/29/2020,4.827604346
15E,60,11/30/2020,4.812831756
15E,60,12/1/2020,4.792985585
15E,60,12/2/2020,4.777925497
15E,60,12/3/2020,4.759466094
15E,60,12/4/2020,4.734510356
15E,60,12/5/2020,4.720479063
15E,60,12/6/2020,4.720147079
15E,60,12/7/2020,4.723742181
15E,60,12/8/2020,4.727796245
15E,60,12/9/2020,4.731213086
15E,60,12/10/2020,4.741112871
15E,60,12/11/2020,4.752447117
15E,60,12/12/2020,4.748816936
15E,60,12/13/2020,4.734340168
15E,60,12/14/2020,4.715926041
15E,60,12/15/2020,4.695531348
15E,60,12/16/2020,4.677496503
15E,60,12/17/2020,4.65964384
15E,60,12/18/2020,4.6413498
15E,60,12/19/2020,4.631609918
15E,60,12/20/2020,4.619940512
15E,60,12/21/2020,4.606300695
15E,60,12/22/2020,4.606344075
15E,60,12/23/2020,4.617442667
15E,60,12/24/2020,4.620991866
15E,60,12/25/2020,4.608449526
15E,60,12/26/2020,4.601148921
15E,60,12/27/2020,4.601700784
15E,60,12/28/2020,4.609250444
15E,60,12/29/2020,4.60717813
15E,60,12/30/2020,4.600373409
15E,60,12/31/2020,4.59018682
15E,60,1/1/2021,4.575463747
15E,60,1/2/2021,4.565746038
15E,60,1/3/2021,4.554390463
15E,60,1/4/2021,4.543925493
15E,60,1/5/2021,4.536493445
15E,60,1/6/2021,4.530856812
15E,60,1/7/2021,4.526955776
15E,60,1/8/2021,4.520692469
15E,60,1/9/2021,4.515692021
15E,60,1/10/2021,4.512255343
15E,60,1/11/2021,4.512820535
15E,60,1/12/2021,4.512034019
15E,60,1/13/2021,4.508069424
15E,60,1/14/2021,4.50787286
15E,60,1/15/2021,4.512179933
15E,60,1/16/2021,4.506543075
15E,60,1/17/2021,4.507358091
15E,60,1/18/2021,4.508988216
15E,60,1/19/2021,4.510417589
15E,60,1/20/2021,4.503139358
15E,60,1/21/2021,4.491218634
15E,60,1/22/2021,4.492785823
15E,60,1/23/2021,4.495501669
15E,60,1/24/2021,4.496247033
15E,60,1/25/2021,4.495422208
15E,60,1/26/2021,4.48846565
15E,60,1/27/2021,4.479489029
15E,60,1/28/2021,4.46862521
15E,60,1/29/2021,4.458381087
15E,60,1/30/2021,4.455430659
15E,60,1/31/2021,4.463994419
15E,60,2/1/2021,4.474003413
15E,60,2/2/2021,4.481003653
15E,60,2/3/2021,4.489328637
15E,60,2/4/2021,4.50224985
15E,60,2/5/2021,4.508900761
15E,60,2/6/2021,4.508857951
15E,60,2/7/2021,4.506834448
15E,60,2/8/2021,4.503510482
15E,60,2/9/2021,4.497105761
15E,60,2/10/2021,4.484565384
15E,60,2/11/2021,4.467828491
15E,60,2/12/2021,4.446613029
15E,60,2/13/2021,4.412226604
15E,60,2/14/2021,4.377580292
15E,60,2/15/2021,4.348392057
15E,60,2/16/2021,4.319694358
15E,60,2/17/2021,4.303542108
15E,60,2/18/2021,4.303305946
15E,60,2/19/2021,4.310825443
15E,60,2/20/2021,4.314605346
15E,60,2/21/2021,4.318997109
15E,60,2/22/2021,4.326465773
15E,60,2/23/2021,4.337753845
15E,60,2/24/2021,4.360110686
15E,60,2/25/2021,4.380023112
15E,60,2/26/2021,4.397581839
15E,60,2/27/2021,4.407786323
15E,60,2/28/2021,4.416611893
15E,60,3/1/2021,4.415846848
15E,60,3/2/2021,4.415408256
15E,60,3/3/2021,4.423484426
15E,60,3/4/2021,4.444931276
15E,60,3/5/2021,4.463868675
15E,60,3/6/2021,4.485768947
15E,60,3/7/2021,4.520425546
15E,60,3/8/2021,4.56248316
15E,60,3/9/2021,4.600318943
15E,60,3/10/2021,4.631089556
15E,60,3/11/2021,4.656870779
15E,60,3/12/2021,4.656476196
15E,60,3/13/2021,4.653805504
15E,60,3/14/2021,4.646798666
15E,60,3/15/2021,4.63308717
15E,60,3/16/2021,4.616865698
15E,60,3/17/2021,4.602584874
15E,60,3/18/2021,4.591206618
15E,60,3/19/2021,4.582183817
15E,60,3/20/2021,4.575179888
15E,60,3/21/2021,4.56746799
15E,60,3/22/2021,4.557230817
15E,60,3/23/2021,4.549158071
15E,60,3/24/2021,4.54094671
15E,60,3/25/2021,4.545736923
15E,60,3/26/2021,4.560660658
15E,60,3/27/2021,4.596158535
15E,60,3/28/2021,4.64603308
15E,60,3/29/2021,4.767798541
15E,60,3/30/2021,5.017441014
15E,60,3/31/2021,5.307040816
15E,60,4/1/2021,5.622496174
15E,60,4/2/2021,6.004003184
15E,60,4/3/2021,6.443617815
15E,60,4/4/2021,6.892544491
15E,60,4/5/2021,7.329645832
15E,60,4/6/2021,7.757248436
15E,60,4/7/2021,8.137272865
15E,60,4/8/2021,8.425607028
15E,60,4/9/2021,8.705379178
15E,60,4/10/2021,8.954751234
15E,60,4/11/2021,9.16841713
15E,60,4/12/2021,9.378440397
15E,60,4/13/2021,9.522166818
15E,60,4/14/2021,9.637921589
15E,60,4/15/2021,9.724913998
15E,60,4/16/2021,9.760356205
15E,60,4/17/2021,9.774087003
15E,60,4/18/2021,9.80529766
15E,60,4/19/2021,9.883459547
15E,60,4/20/2021,9.931287772
15E,60,4/21/2021,9.912938035
15E,60,4/22/2021,9.883341026
15E,60,4/23/2021,9.930281503
15E,60,4/24/2021,10.02570148
15E,60,4/25/2021,10.11263324
15E,60,4/26/2021,10.25476247
15E,60,4/27/2021,10.42495381
15E,60,4/28/2021,10.52660105
15E,60,4/29/2021,10.85238726
15E,60,4/30/2021,11.76900182
15E,60,5/1/2021,12.43734274
15E,60,5/2/2021,12.76436197
15E,60,5/3/2021,12.88173009
15E,60,5/4/2021,12.79292662
15E,60,5/5/2021,12.70999765
15E,60,5/6/2021,12.71040708
15E,60,5/7/2021,12.78838748
15E,60,5/8/2021,12.93179558
15E,60,5/9/2021,13.05082636
15E,60,5/10/2021,13.10925387
15E,60,5/11/2021,13.04357797
15E,60,5/12/2021,14.79007987
15E,60,5/13/2021,15.29601707
15E,60,5/14/2021,15.13841618
15E,60,5/15/2021,14.96125485
15E,60,5/16/2021,14.774073
15E,60,5/17/2021,14.61483579
15E,60,5/18/2021,14.48084938
15E,60,5/19/2021,14.39096787
15E,60,5/20/2021,14.38050675
15E,60,5/21/2021,14.40973795
15E,60,5/22/2021,14.39127343
15E,60,5/23/2021,14.32411313
15E,60,5/24/2021,14.23814427
15E,60,5/25/2021,14.15734398
15E,60,5/26/2021,14.14152022
15E,60,5/27/2021,14.12411214
15E,60,5/28/2021,14.11743064
15E,60,5/29/2021,14.14264768
15E,60,5/30/2021,14.17102049
15E,60,5/31/2021,14.08736068
15E,60,6/1/2021,13.97149061
15E,60,6/2/2021,13.88017847
15E,60,6/3/2021,13.83761398
15E,60,6/4/2021,13.87453873
15E,60,6/5/2021,13.93756661
15E,60,6/6/2021,13.97777498
15E,60,6/7/2021,13.98278108
15E,60,6/8/2021,13.95335146
15E,60,6/9/2021,13.92111653
15E,60,6/10/2021,13.91681219
15E,60,6/11/2021,13.89741431
15E,60,6/12/2021,13.84183732
15E,60,6/13/2021,13.78968601
15E,60,6/14/2021,13.77548081
15E,60,6/15/2021,13.7735464
15E,60,6/16/2021,13.76808362
15E,60,6/17/2021,13.73020529
15E,60,6/18/2021,13.658466
15E,60,6/19/2021,13.59273801
15E,60,6/20/2021,13.49739454
15E,60,6/21/2021,13.37940132
15E,60,6/22/2021,13.26805495
15E,60,6/23/2021,13.18825325
15E,60,6/24/2021,13.15454988
15E,60,6/25/2021,13.12735176
15E,60,6/26/2021,13.02730519
15E,60,6/27/2021,12.89817026
15E,60,6/28/2021,12.7796006
15E,60,6/29/2021,12.66139739
15E,60,6/30/2021,12.55868129
15E,60,7/1/2021,12.5343816
15E,60,7/2/2021,12.49854192
15E,60,7/3/2021,12.45091928
15E,60,7/4/2021,12.44092212
15E,60,7/5/2021,12.43273681
15E,60,7/6/2021,12.44340652
15E,60,7/7/2021,12.47334249
15E,60,7/8/2021,12.04012531
15E,60,7/9/2021,12.50841214
15E,60,7/10/2021,12.50901655
15E,60,7/11/2021,12.51782897
15E,60,7/12/2021,12.14124876
15E,60,7/13/2021,12.46724281
15E,60,7/14/2021,12.45774334
15E,60,7/15/2021,12.36694041
15E,60,7/16/2021,NA
15E,60,7/17/2021,NA
15E,60,7/18/2021,NA
15E,60,7/19/2021,NA
15E,60,7/20/2021,10.79846376
15E,60,7/21/2021,11.95086363
15E,60,7/22/2021,11.92870651
15E,60,7/23/2021,11.85653765
15E,60,7/24/2021,11.77395889
15E,60,7/25/2021,11.72637362
15E,60,7/26/2021,11.72029733
15E,60,7/27/2021,11.51660842
15E,60,7/28/2021,11.47552241
15E,60,7/29/2021,11.4423675
15E,60,7/30/2021,11.40580578
15E,60,7/31/2021,11.35343203
15E,60,8/1/2021,11.1837749
15E,60,8/2/2021,11.01833115
15E,60,8/3/2021,10.90594429
15E,60,8/4/2021,10.80841824
15E,60,8/5/2021,10.70806603
15E,60,8/6/2021,10.63653282
15E,60,8/7/2021,10.57305258
15E,60,8/8/2021,10.44889589
15E,60,8/9/2021,10.33180751
15E,60,8/10/2021,10.2694823
15E,60,8/11/2021,10.22523934
15E,60,8/12/2021,10.18623158
15E,60,8/13/2021,10.15177492
15E,60,8/14/2021,10.10874036
15E,60,8/15/2021,10.05801216
15E,60,8/16/2021,9.996906084
15E,60,8/17/2021,9.926377519
15E,60,8/18/2021,9.872193542
15E,60,8/19/2021,9.831590319
15E,60,8/20/2021,9.787809872
15E,60,8/21/2021,9.652594258
15E,60,8/22/2021,9.514515518
15E,60,8/23/2021,9.424259645
15E,60,8/24/2021,9.38053898
15E,60,8/25/2021,9.371612527
15E,60,8/26/2021,9.384238051
15E,60,8/27/2021,9.368219195
15E,60,8/28/2021,9.302139769
15E,60,8/29/2021,9.252904614
15E,60,8/30/2021,9.215452766
15E,60,8/31/2021,9.180641487
15E,60,9/1/2021,9.164773224
15E,60,9/2/2021,9.15643381
15E,60,9/3/2021,9.145315071
15E,60,9/4/2021,9.126432447
15E,60,9/5/2021,9.058868465
15E,60,9/6/2021,8.98771402
15E,60,9/7/2021,8.938230202
15E,60,9/8/2021,8.906106421
15E,60,9/9/2021,8.875104473
15E,60,9/10/2021,8.849016123
15E,60,9/11/2021,8.838019975
15E,60,9/12/2021,8.845697121
15E,60,9/13/2021,8.823380616
15E,60,9/14/2021,8.766037564
15E,60,9/15/2021,8.700310008
15E,60,9/16/2021,8.638806842
15E,60,9/17/2021,8.601059021
15E,60,9/18/2021,8.550529512
15E,60,9/19/2021,8.496957198
15E,60,9/20/2021,8.474358054
15E,60,9/21/2021,8.448301994
15E,60,9/22/2021,8.381157095
15E,60,9/23/2021,8.287324293
15E,60,9/24/2021,8.280880232
15E,60,9/25/2021,8.280880232
15E,60,9/26/2021,8.280880232
15E,60,9/27/2021,8.280880232
15E,60,9/28/2021,8.280880232
15E,60,9/29/2021,8.280880232
15E,60,9/30/2021,8.280880232
15E,60,10/1/2021,8.280880232
15E,60,10/2/2021,8.280880232
15E,60,10/3/2021,8.280880232
15E,60,10/4/2021,8.280880232
15E,60,10/5/2021,8.280880232
15E,60,10/6/2021,8.280880232
15E,60,10/7/2021,8.280880232
15E,60,10/8/2021,8.280880232
15E,60,10/9/2021,8.280880232
15E,60,10/10/2021,8.280880232
15E,60,10/11/2021,8.280880232
15E,60,10/12/2021,8.280880232
15E,60,10/13/2021,8.280880232
15E,60,10/14/2021,8.280880232
15E,60,10/15/2021,8.280880232
15E,60,10/16/2021,8.280880232
15E,60,10/17/2021,8.280880232
15E,60,10/18/2021,8.280880232
15E,60,10/19/2021,8.280880232
15E,60,10/20/2021,8.280880232
15E,60,10/21/2021,8.280880232
15E,60,10/22/2021,8.280880232
15E,60,10/23/2021,8.280880232
15E,60,10/24/2021,8.280880232
15E,60,10/25/2021,8.280880232
15E,60,10/26/2021,8.280880232
15E,60,10/27/2021,8.280880232
15E,60,10/28/2021,8.280880232
15E,60,10/29/2021,8.280880232
15E,60,10/30/2021,8.280880232
15E,60,10/31/2021,8.280880232
15E,60,11/1/2021,8.280880232
15E,60,11/2/2021,8.280880232
15E,60,11/3/2021,8.280880232
15E,60,11/4/2021,8.280880232
15E,60,11/5/2021,8.280880232
15E,60,11/6/2021,8.280880232
15E,60,11/7/2021,8.280880232
15E,60,11/8/2021,8.280880232
15E,60,11/9/2021,8.280880232
15E,60,11/10/2021,8.280880232
15E,60,11/11/2021,8.280880232
15E,60,11/12/2021,8.280880232
15E,60,11/13/2021,8.280880232
15E,60,11/14/2021,8.280880232
15E,60,11/15/2021,8.280880232
15E,60,11/16/2021,8.280880232
15E,60,11/17/2021,8.280880232
15E,60,11/18/2021,8.280880232
15E,60,11/19/2021,8.280880232
15E,60,11/20/2021,8.280880232
15E,60,11/21/2021,8.280880232
15E,60,11/22/2021,8.280880232
15E,60,11/23/2021,8.280880232
15E,60,11/24/2021,8.280880232
15E,60,11/25/2021,8.280880232
15E,60,11/26/2021,8.280880232
15E,60,11/27/2021,8.280880232
15E,60,11/28/2021,8.280880232
15E,60,11/29/2021,8.280880232
15E,60,11/30/2021,8.280880232
15E,60,12/1/2021,8.280880232
15E,60,12/2/2021,8.280880232
15E,60,12/3/2021,8.280880232
15E,60,12/4/2021,8.280880232
15E,60,12/5/2021,8.280880232
15E,60,12/6/2021,8.280880232
15E,60,12/7/2021,8.280880232
15E,60,12/8/2021,8.280880232
15E,60,12/9/2021,8.280880232
15E,60,12/10/2021,8.280880232
15E,60,12/11/2021,8.280880232
15E,60,12/12/2021,8.280880232
15E,60,12/13/2021,8.280880232
15E,60,12/14/2021,8.280880232
15E,60,12/15/2021,8.280880232
15E,60,12/16/2021,8.280880232
15E,60,12/17/2021,8.280880232
15E,60,12/18/2021,8.280880232
15E,60,12/19/2021,8.280880232
15E,60,12/20/2021,8.280880232
15E,60,12/21/2021,8.280880232
15E,60,12/22/2021,8.280880232
15E,60,12/23/2021,8.280880232
15E,60,12/24/2021,8.280880232
15E,60,12/25/2021,8.280880232
15E,60,12/26/2021,8.280880232
15E,60,12/27/2021,8.280880232
15E,60,12/28/2021,8.280880232
15E,60,12/29/2021,8.280880232
15E,60,12/30/2021,8.280880232
15E,60,12/31/2021,8.280880232
15E,60,1/1/2022,8.280880232
15E,60,1/2/2022,8.280880232
15E,60,1/3/2022,8.280880232
15E,60,1/4/2022,8.280880232
15E,60,1/5/2022,8.280880232
15E,60,1/6/2022,8.280880232
15E,60,1/7/2022,8.280880232
15E,60,1/8/2022,8.280880232
15E,60,1/9/2022,8.280880232
15E,60,1/10/2022,8.280880232
